hour_index,recorded_requests,input_tokens,output_tokens,zero_output_requests,Model,Log Type,is_last_partial_hour
1285,0,0,0,0,ChatGPT,API log,False
1286,0,0,0,0,ChatGPT,API log,False
1287,0,0,0,0,ChatGPT,API log,False
1288,0,0,0,0,ChatGPT,API log,False
1289,14,6686,543,0,ChatGPT,API log,False
1290,0,0,0,0,ChatGPT,API log,False
1291,0,0,0,0,ChatGPT,API log,False
1292,15,6694,443,0,ChatGPT,API log,False
1293,0,0,0,0,ChatGPT,API log,False
1294,0,0,0,0,ChatGPT,API log,False
1295,0,0,0,0,ChatGPT,API log,False
1296,0,0,0,0,ChatGPT,API log,False
1297,0,0,0,0,ChatGPT,API log,False
1298,0,0,0,0,ChatGPT,API log,False
1299,0,0,0,0,ChatGPT,API log,False
1300,0,0,0,0,ChatGPT,API log,False
1301,0,0,0,0,ChatGPT,API log,False
1302,0,0,0,0,ChatGPT,API log,False
1303,0,0,0,0,ChatGPT,API log,False
1304,0,0,0,0,ChatGPT,API log,False
1305,0,0,0,0,ChatGPT,API log,False
1306,0,0,0,0,ChatGPT,API log,False
1307,0,0,0,0,ChatGPT,API log,False
1308,280,91729,778,0,ChatGPT,API log,False
1309,60,15657,162,0,ChatGPT,API log,False
1310,525,264068,4032,0,ChatGPT,API log,False
1311,0,0,0,0,ChatGPT,API log,False
1312,0,0,0,0,ChatGPT,API log,False
1313,865,464992,20483,0,ChatGPT,API log,False
1314,2486,628675,6941,0,ChatGPT,API log,False
1315,791,216639,2203,0,ChatGPT,API log,False
1316,59,115236,7350,0,ChatGPT,API log,False
1317,0,0,0,0,ChatGPT,API log,False
1318,0,0,0,0,ChatGPT,API log,False
1319,0,0,0,0,ChatGPT,API log,False
1320,0,0,0,0,ChatGPT,API log,False
1321,0,0,0,0,ChatGPT,API log,False
1322,0,0,0,0,ChatGPT,API log,False
1323,0,0,0,0,ChatGPT,API log,False
1324,0,0,0,0,ChatGPT,API log,False
1325,0,0,0,0,ChatGPT,API log,False
1326,0,0,0,0,ChatGPT,API log,False
1327,0,0,0,0,ChatGPT,API log,False
1328,0,0,0,0,ChatGPT,API log,False
1329,0,0,0,0,ChatGPT,API log,False
1330,0,0,0,0,ChatGPT,API log,False
1331,0,0,0,0,ChatGPT,API log,False
1332,0,0,0,0,ChatGPT,API log,False
1333,0,0,0,0,ChatGPT,API log,False
1334,0,0,0,0,ChatGPT,API log,False
1335,0,0,0,0,ChatGPT,API log,False
1336,2,28,46,0,ChatGPT,API log,False
1337,709,139400,5427,0,ChatGPT,API log,False
1338,12,504,172,0,ChatGPT,API log,False
1339,109,46388,1954,0,ChatGPT,API log,False
1340,32,3049,669,0,ChatGPT,API log,False
1341,130,61677,2446,0,ChatGPT,API log,False
1342,0,0,0,0,ChatGPT,API log,False
1343,1012,207239,7979,0,ChatGPT,API log,False
1344,1164,231205,11345,0,ChatGPT,API log,False
1345,1025,208911,7178,0,ChatGPT,API log,False
1346,19,8628,3951,0,ChatGPT,API log,False
1347,1150,267902,28817,0,ChatGPT,API log,False
1348,1049,220854,10416,0,ChatGPT,API log,False
1349,1025,209444,7181,0,ChatGPT,API log,False
1350,338,68903,2367,0,ChatGPT,API log,False
1351,687,140257,4813,0,ChatGPT,API log,False
1352,1025,210149,7182,0,ChatGPT,API log,False
1353,1025,209467,7182,0,ChatGPT,API log,False
1354,1025,209453,7176,0,ChatGPT,API log,False
1355,6,1305,809,0,ChatGPT,API log,False
1356,1025,209517,7184,0,ChatGPT,API log,False
1357,1026,210411,7566,0,ChatGPT,API log,False
1358,1052,221838,8878,0,ChatGPT,API log,False
1359,285,61902,7082,0,ChatGPT,API log,False
1360,2020,547028,20998,6,ChatGPT,API log,False
1361,4026,1728275,57520,0,ChatGPT,API log,False
1362,2610,750621,31722,0,ChatGPT,API log,False
1363,3242,1372574,52681,0,ChatGPT,API log,False
1364,1385,395299,19254,0,ChatGPT,API log,False
1365,2210,483465,36384,0,ChatGPT,API log,False
1366,2198,483229,41124,0,ChatGPT,API log,False
1367,2095,444235,25593,0,ChatGPT,API log,False
1368,25,11323,4633,0,ChatGPT,API log,False
1369,2106,449893,24450,0,ChatGPT,API log,False
1370,2055,421368,15756,0,ChatGPT,API log,False
1371,2050,418784,14353,0,ChatGPT,API log,False
1372,1171,239243,8202,0,ChatGPT,API log,False
1373,882,182907,6465,0,ChatGPT,API log,False
1374,2050,418583,14355,0,ChatGPT,API log,False
1375,2050,419035,14353,0,ChatGPT,API log,False
1376,1479,301897,10353,0,ChatGPT,API log,False
1377,48,9813,336,0,ChatGPT,API log,False
1378,2054,421817,15758,0,ChatGPT,API log,False
1379,3026,1110991,27360,0,ChatGPT,API log,False
1380,1917,390913,13635,0,ChatGPT,API log,False
1381,1585,325551,13608,1,ChatGPT,API log,False
1382,2677,544341,19225,0,ChatGPT,API log,False
1383,116,22687,1093,0,ChatGPT,API log,False
1384,0,0,0,0,ChatGPT,API log,False
1385,1025,208640,7176,0,ChatGPT,API log,False
1386,0,0,0,0,ChatGPT,API log,False
1387,2050,419436,14353,0,ChatGPT,API log,False
1388,1025,209561,7182,0,ChatGPT,API log,False
1389,8,6267,4218,0,ChatGPT,API log,False
1390,1004,213990,14003,0,ChatGPT,API log,False
1391,51,19091,7026,0,ChatGPT,API log,False
1392,1097,283836,44762,0,ChatGPT,API log,False
1393,2151,536580,67502,0,ChatGPT,API log,False
1394,103,119679,57600,0,ChatGPT,API log,False
1395,1036,222712,13663,0,ChatGPT,API log,False
1396,0,0,0,0,ChatGPT,API log,False
1397,0,0,0,0,ChatGPT,API log,False
1398,2050,418313,14357,0,ChatGPT,API log,False
1399,1025,209733,7175,0,ChatGPT,API log,False
1400,1025,209182,7175,0,ChatGPT,API log,False
1401,1824,379981,18475,0,ChatGPT,API log,False
1402,3256,750036,75677,0,ChatGPT,API log,False
1403,2270,578722,56794,0,ChatGPT,API log,False
1404,1111,313943,52980,0,ChatGPT,API log,False
1405,2080,452150,32686,0,ChatGPT,API log,False
1406,14,15697,8451,0,ChatGPT,API log,False
1407,1078,260747,35820,0,ChatGPT,API log,False
1408,61,91165,36084,0,ChatGPT,API log,False
1409,1032,216051,10465,0,ChatGPT,API log,False
1410,0,0,0,0,ChatGPT,API log,False
1411,0,0,0,0,ChatGPT,API log,False
1412,0,0,0,0,ChatGPT,API log,False
1413,0,0,0,0,ChatGPT,API log,False
1414,4,851,28,0,ChatGPT,API log,False
1415,2844,568765,19916,0,ChatGPT,API log,False
1416,256,51342,1792,0,ChatGPT,API log,False
1417,2046,410778,14325,0,ChatGPT,API log,False
1418,0,0,0,0,ChatGPT,API log,False
1419,2046,410727,14325,0,ChatGPT,API log,False
1420,0,0,0,0,ChatGPT,API log,False
1421,2047,410933,14334,0,ChatGPT,API log,False
1422,0,0,0,0,ChatGPT,API log,False
1423,2044,410514,14314,0,ChatGPT,API log,False
1424,2958,593413,20713,0,ChatGPT,API log,False
1425,1136,228019,7953,0,ChatGPT,API log,False
1426,4551,913852,31873,0,ChatGPT,API log,False
1427,2276,455846,15937,0,ChatGPT,API log,False
1428,4978,999127,34851,0,ChatGPT,API log,False
1429,3160,634870,22129,0,ChatGPT,API log,False
1430,8040,1613807,56298,0,ChatGPT,API log,False
1431,1777,357273,12446,0,ChatGPT,API log,False
1432,7201,1444794,50426,0,ChatGPT,API log,False
1433,4077,818523,28550,0,ChatGPT,API log,False
1434,4098,821841,28698,0,ChatGPT,API log,False
1435,4051,813212,28368,0,ChatGPT,API log,False
1436,2066,414427,14469,0,ChatGPT,API log,False
1437,1366,273704,9565,0,ChatGPT,API log,False
1438,1295,259905,9067,0,ChatGPT,API log,False
1439,70,13989,490,0,ChatGPT,API log,False
1440,0,0,0,0,ChatGPT,API log,False
1441,1366,274440,9564,0,ChatGPT,API log,False
1442,0,0,0,0,ChatGPT,API log,False
1443,0,0,0,0,ChatGPT,API log,False
1444,0,0,0,0,ChatGPT,API log,False
1445,0,0,0,0,ChatGPT,API log,False
1446,0,0,0,0,ChatGPT,API log,False
1447,1366,274267,9567,0,ChatGPT,API log,False
1448,0,0,0,0,ChatGPT,API log,False
1449,0,0,0,0,ChatGPT,API log,False
1450,0,0,0,0,ChatGPT,API log,False
1451,0,0,0,0,ChatGPT,API log,False
1452,0,0,0,0,ChatGPT,API log,False
1453,1366,274248,9568,0,ChatGPT,API log,False
1454,4098,822600,28712,0,ChatGPT,API log,False
1455,0,0,0,0,ChatGPT,API log,False
1456,0,0,0,0,ChatGPT,API log,False
1457,0,0,0,0,ChatGPT,API log,False
1458,0,0,0,0,ChatGPT,API log,False
1459,1366,273916,9564,0,ChatGPT,API log,False
1460,4098,822608,28698,0,ChatGPT,API log,False
1461,0,0,0,0,ChatGPT,API log,False
1462,0,0,0,0,ChatGPT,API log,False
1463,0,0,0,0,ChatGPT,API log,True
0,29,18280,10424,1,ChatGPT,Conversation log,False
1,5,7008,1871,0,ChatGPT,Conversation log,False
2,17,12089,4678,0,ChatGPT,Conversation log,False
3,13,10545,4097,1,ChatGPT,Conversation log,False
4,1,870,269,0,ChatGPT,Conversation log,False
5,5,2575,1184,0,ChatGPT,Conversation log,False
6,0,0,0,0,ChatGPT,Conversation log,False
7,9,4275,1390,0,ChatGPT,Conversation log,False
8,53,28862,14090,3,ChatGPT,Conversation log,False
9,132,64640,37639,4,ChatGPT,Conversation log,False
10,144,71231,46232,8,ChatGPT,Conversation log,False
11,233,160758,68514,17,ChatGPT,Conversation log,False
12,66,44750,20594,3,ChatGPT,Conversation log,False
13,94,41941,27884,8,ChatGPT,Conversation log,False
14,215,133501,57296,17,ChatGPT,Conversation log,False
15,178,95707,44886,6,ChatGPT,Conversation log,False
16,209,118429,45376,22,ChatGPT,Conversation log,False
17,184,132192,46692,14,ChatGPT,Conversation log,False
18,172,104502,34501,9,ChatGPT,Conversation log,False
19,119,91554,34918,5,ChatGPT,Conversation log,False
20,131,73910,30437,1,ChatGPT,Conversation log,False
21,149,104578,38411,8,ChatGPT,Conversation log,False
22,161,107658,36474,10,ChatGPT,Conversation log,False
23,63,34662,16094,4,ChatGPT,Conversation log,False
24,41,26000,10604,1,ChatGPT,Conversation log,False
25,13,7929,4675,3,ChatGPT,Conversation log,False
26,5,1291,76,0,ChatGPT,Conversation log,False
27,3,906,625,0,ChatGPT,Conversation log,False
28,9,6080,2044,0,ChatGPT,Conversation log,False
29,1,77,58,0,ChatGPT,Conversation log,False
30,7,2160,2210,0,ChatGPT,Conversation log,False
31,6,4233,1588,0,ChatGPT,Conversation log,False
32,40,13564,11465,1,ChatGPT,Conversation log,False
33,127,64885,25836,2,ChatGPT,Conversation log,False
34,140,72365,32502,13,ChatGPT,Conversation log,False
35,211,144464,58482,14,ChatGPT,Conversation log,False
36,61,38437,16943,3,ChatGPT,Conversation log,False
37,76,46177,19997,5,ChatGPT,Conversation log,False
38,172,141396,44027,5,ChatGPT,Conversation log,False
39,200,127465,45061,4,ChatGPT,Conversation log,False
40,271,128879,51272,19,ChatGPT,Conversation log,False
41,135,97040,33826,8,ChatGPT,Conversation log,False
42,107,66841,27268,9,ChatGPT,Conversation log,False
43,123,83951,31995,5,ChatGPT,Conversation log,False
44,162,102567,48960,18,ChatGPT,Conversation log,False
45,95,66974,23943,5,ChatGPT,Conversation log,False
46,83,61917,22952,3,ChatGPT,Conversation log,False
47,41,26655,7581,15,ChatGPT,Conversation log,False
48,37,30109,10599,3,ChatGPT,Conversation log,False
49,13,6676,2039,1,ChatGPT,Conversation log,False
50,28,18313,9163,0,ChatGPT,Conversation log,False
51,9,6888,3141,1,ChatGPT,Conversation log,False
52,2,1822,179,0,ChatGPT,Conversation log,False
53,0,0,0,0,ChatGPT,Conversation log,False
54,0,0,0,0,ChatGPT,Conversation log,False
55,0,0,0,0,ChatGPT,Conversation log,False
56,25,9603,6477,1,ChatGPT,Conversation log,False
57,67,35040,20123,3,ChatGPT,Conversation log,False
58,88,54222,25395,9,ChatGPT,Conversation log,False
59,231,120501,38296,11,ChatGPT,Conversation log,False
60,77,45303,21979,7,ChatGPT,Conversation log,False
61,72,50455,20197,10,ChatGPT,Conversation log,False
62,118,80942,30855,10,ChatGPT,Conversation log,False
63,214,105321,54370,27,ChatGPT,Conversation log,False
64,222,125616,61180,25,ChatGPT,Conversation log,False
65,173,95173,38915,15,ChatGPT,Conversation log,False
66,62,28794,18612,4,ChatGPT,Conversation log,False
67,49,28803,12611,3,ChatGPT,Conversation log,False
68,52,40039,13238,1,ChatGPT,Conversation log,False
69,60,40225,15995,6,ChatGPT,Conversation log,False
70,71,46895,19565,8,ChatGPT,Conversation log,False
71,56,44264,14160,3,ChatGPT,Conversation log,False
72,10,2994,3499,0,ChatGPT,Conversation log,False
73,8,4555,2062,0,ChatGPT,Conversation log,False
74,2,1264,706,0,ChatGPT,Conversation log,False
75,0,0,0,0,ChatGPT,Conversation log,False
76,1,127,16,0,ChatGPT,Conversation log,False
77,7,2904,440,0,ChatGPT,Conversation log,False
78,0,0,0,0,ChatGPT,Conversation log,False
79,4,1305,866,0,ChatGPT,Conversation log,False
80,11,7519,3435,2,ChatGPT,Conversation log,False
81,42,18391,12770,4,ChatGPT,Conversation log,False
82,62,45267,19669,0,ChatGPT,Conversation log,False
83,80,61244,26810,6,ChatGPT,Conversation log,False
84,43,18627,9654,0,ChatGPT,Conversation log,False
85,21,14884,6136,0,ChatGPT,Conversation log,False
86,52,36177,11986,2,ChatGPT,Conversation log,False
87,64,32842,16754,1,ChatGPT,Conversation log,False
88,101,53631,25345,9,ChatGPT,Conversation log,False
89,80,61154,23943,13,ChatGPT,Conversation log,False
90,20,8078,2737,1,ChatGPT,Conversation log,False
91,47,38903,14620,2,ChatGPT,Conversation log,False
92,55,38725,14182,4,ChatGPT,Conversation log,False
93,67,36774,11612,6,ChatGPT,Conversation log,False
94,76,32413,15507,36,ChatGPT,Conversation log,False
95,19,11153,4170,0,ChatGPT,Conversation log,False
96,12,12464,5056,0,ChatGPT,Conversation log,False
97,23,18410,5368,1,ChatGPT,Conversation log,False
98,14,14536,3588,0,ChatGPT,Conversation log,False
99,8,6350,1138,0,ChatGPT,Conversation log,False
100,5,2637,400,0,ChatGPT,Conversation log,False
101,7,2622,1070,0,ChatGPT,Conversation log,False
102,0,0,0,0,ChatGPT,Conversation log,False
103,0,0,0,0,ChatGPT,Conversation log,False
104,11,4471,1417,0,ChatGPT,Conversation log,False
105,30,11732,9072,1,ChatGPT,Conversation log,False
106,62,48846,21115,7,ChatGPT,Conversation log,False
107,64,38816,17237,2,ChatGPT,Conversation log,False
108,45,25405,11243,4,ChatGPT,Conversation log,False
109,77,46082,17784,4,ChatGPT,Conversation log,False
110,107,81981,30206,4,ChatGPT,Conversation log,False
111,130,73612,34760,9,ChatGPT,Conversation log,False
112,104,82176,28775,5,ChatGPT,Conversation log,False
113,89,61652,19557,10,ChatGPT,Conversation log,False
114,35,25115,12839,3,ChatGPT,Conversation log,False
115,80,60390,26366,2,ChatGPT,Conversation log,False
116,101,82109,33364,6,ChatGPT,Conversation log,False
117,121,79465,27605,4,ChatGPT,Conversation log,False
118,97,46420,19339,7,ChatGPT,Conversation log,False
119,98,50847,23441,10,ChatGPT,Conversation log,False
120,60,40378,16710,3,ChatGPT,Conversation log,False
121,22,5655,3208,0,ChatGPT,Conversation log,False
122,7,8204,3260,0,ChatGPT,Conversation log,False
123,3,207,661,0,ChatGPT,Conversation log,False
124,3,2807,2128,0,ChatGPT,Conversation log,False
125,11,8373,5503,1,ChatGPT,Conversation log,False
126,0,0,0,0,ChatGPT,Conversation log,False
127,0,0,0,0,ChatGPT,Conversation log,False
128,55,28075,11296,6,ChatGPT,Conversation log,False
129,120,45190,25061,3,ChatGPT,Conversation log,False
130,145,88824,34530,3,ChatGPT,Conversation log,False
131,217,104989,36149,12,ChatGPT,Conversation log,False
132,71,43428,18209,12,ChatGPT,Conversation log,False
133,72,30720,19338,2,ChatGPT,Conversation log,False
134,158,93576,40620,13,ChatGPT,Conversation log,False
135,232,152605,69490,16,ChatGPT,Conversation log,False
136,214,135447,59092,18,ChatGPT,Conversation log,False
137,87,43709,22270,4,ChatGPT,Conversation log,False
138,107,69184,26145,3,ChatGPT,Conversation log,False
139,101,63220,22221,15,ChatGPT,Conversation log,False
140,88,61650,24648,5,ChatGPT,Conversation log,False
141,114,69227,25269,9,ChatGPT,Conversation log,False
142,92,54811,19868,3,ChatGPT,Conversation log,False
143,99,79900,30368,11,ChatGPT,Conversation log,False
144,30,21352,5851,0,ChatGPT,Conversation log,False
145,10,1610,2441,0,ChatGPT,Conversation log,False
146,54,8083,4797,0,ChatGPT,Conversation log,False
147,2,1176,766,0,ChatGPT,Conversation log,False
148,2,104,433,1,ChatGPT,Conversation log,False
149,4,6822,1457,0,ChatGPT,Conversation log,False
150,7,126,390,0,ChatGPT,Conversation log,False
151,11,1740,904,4,ChatGPT,Conversation log,False
152,15,4777,4374,0,ChatGPT,Conversation log,False
153,165,88209,49667,9,ChatGPT,Conversation log,False
154,246,128009,61066,13,ChatGPT,Conversation log,False
155,165,109347,42331,11,ChatGPT,Conversation log,False
156,87,51107,27100,10,ChatGPT,Conversation log,False
157,78,33334,22487,5,ChatGPT,Conversation log,False
158,101,45759,30087,4,ChatGPT,Conversation log,False
159,213,121786,57113,19,ChatGPT,Conversation log,False
160,160,86206,33598,14,ChatGPT,Conversation log,False
161,132,74810,32147,6,ChatGPT,Conversation log,False
162,91,73214,22726,7,ChatGPT,Conversation log,False
163,95,76052,28461,6,ChatGPT,Conversation log,False
164,97,46732,20381,13,ChatGPT,Conversation log,False
165,109,65560,30337,17,ChatGPT,Conversation log,False
166,94,57866,29012,11,ChatGPT,Conversation log,False
167,91,73061,26591,10,ChatGPT,Conversation log,False
168,46,29849,11765,7,ChatGPT,Conversation log,False
169,2,586,581,0,ChatGPT,Conversation log,False
170,2,1043,341,0,ChatGPT,Conversation log,False
171,0,0,0,0,ChatGPT,Conversation log,False
172,0,0,0,0,ChatGPT,Conversation log,False
173,8,2529,1922,1,ChatGPT,Conversation log,False
174,0,0,0,0,ChatGPT,Conversation log,False
175,1,306,309,0,ChatGPT,Conversation log,False
176,26,5171,6584,0,ChatGPT,Conversation log,False
177,81,23552,21304,5,ChatGPT,Conversation log,False
178,222,114524,56112,22,ChatGPT,Conversation log,False
179,137,80848,34103,6,ChatGPT,Conversation log,False
180,35,16446,8336,2,ChatGPT,Conversation log,False
181,115,67249,26320,9,ChatGPT,Conversation log,False
182,155,90945,39531,9,ChatGPT,Conversation log,False
183,215,136987,61017,14,ChatGPT,Conversation log,False
184,155,81809,43234,9,ChatGPT,Conversation log,False
185,236,188069,65412,9,ChatGPT,Conversation log,False
186,111,61322,23588,4,ChatGPT,Conversation log,False
187,131,108413,35227,8,ChatGPT,Conversation log,False
188,120,65764,24311,15,ChatGPT,Conversation log,False
189,120,76339,35074,7,ChatGPT,Conversation log,False
190,133,94553,36869,8,ChatGPT,Conversation log,False
191,143,93225,35549,2,ChatGPT,Conversation log,False
192,55,45830,17767,1,ChatGPT,Conversation log,False
193,57,43599,17375,4,ChatGPT,Conversation log,False
194,29,11794,5074,0,ChatGPT,Conversation log,False
195,3,789,618,0,ChatGPT,Conversation log,False
196,12,3013,1222,0,ChatGPT,Conversation log,False
197,7,910,791,0,ChatGPT,Conversation log,False
198,4,3029,437,0,ChatGPT,Conversation log,False
199,5,3385,930,0,ChatGPT,Conversation log,False
200,38,21756,8143,1,ChatGPT,Conversation log,False
201,227,149839,65945,11,ChatGPT,Conversation log,False
202,275,219293,76458,6,ChatGPT,Conversation log,False
203,165,146083,47155,10,ChatGPT,Conversation log,False
204,115,90423,34085,0,ChatGPT,Conversation log,False
205,134,74146,37685,4,ChatGPT,Conversation log,False
206,259,193743,69673,17,ChatGPT,Conversation log,False
207,209,128674,49107,23,ChatGPT,Conversation log,False
208,165,104143,42405,4,ChatGPT,Conversation log,False
209,156,110765,46129,7,ChatGPT,Conversation log,False
210,156,93820,42948,7,ChatGPT,Conversation log,False
211,150,96165,42462,6,ChatGPT,Conversation log,False
212,141,91709,41268,8,ChatGPT,Conversation log,False
213,196,136835,44566,9,ChatGPT,Conversation log,False
214,147,121618,39781,6,ChatGPT,Conversation log,False
215,101,63149,25978,2,ChatGPT,Conversation log,False
216,113,80202,30451,4,ChatGPT,Conversation log,False
217,55,48456,18130,4,ChatGPT,Conversation log,False
218,32,25912,10399,8,ChatGPT,Conversation log,False
219,32,24698,6241,0,ChatGPT,Conversation log,False
220,15,7526,1157,0,ChatGPT,Conversation log,False
221,12,8096,932,0,ChatGPT,Conversation log,False
222,0,0,0,0,ChatGPT,Conversation log,False
223,0,0,0,0,ChatGPT,Conversation log,False
224,22,11983,6139,0,ChatGPT,Conversation log,False
225,127,70503,30582,2,ChatGPT,Conversation log,False
226,187,99456,34816,10,ChatGPT,Conversation log,False
227,137,86169,30592,4,ChatGPT,Conversation log,False
228,68,44814,14911,1,ChatGPT,Conversation log,False
229,96,63983,22289,4,ChatGPT,Conversation log,False
230,137,77370,32286,6,ChatGPT,Conversation log,False
231,227,154521,59761,8,ChatGPT,Conversation log,False
232,208,148439,51674,5,ChatGPT,Conversation log,False
233,109,88077,30276,6,ChatGPT,Conversation log,False
234,89,50911,28135,4,ChatGPT,Conversation log,False
235,56,38231,13779,1,ChatGPT,Conversation log,False
236,73,57636,21247,5,ChatGPT,Conversation log,False
237,95,54250,19075,8,ChatGPT,Conversation log,False
238,134,114663,39611,8,ChatGPT,Conversation log,False
239,67,48700,14182,2,ChatGPT,Conversation log,False
240,29,15689,7306,0,ChatGPT,Conversation log,False
241,33,24969,3870,0,ChatGPT,Conversation log,False
242,8,4637,1580,0,ChatGPT,Conversation log,False
243,0,0,0,0,ChatGPT,Conversation log,False
244,0,0,0,0,ChatGPT,Conversation log,False
245,0,0,0,0,ChatGPT,Conversation log,False
246,1,18,568,0,ChatGPT,Conversation log,False
247,4,5561,1628,0,ChatGPT,Conversation log,False
248,16,13309,5386,3,ChatGPT,Conversation log,False
249,30,10855,6830,0,ChatGPT,Conversation log,False
250,67,44097,17923,2,ChatGPT,Conversation log,False
251,56,26239,10997,19,ChatGPT,Conversation log,False
252,23,17188,7256,0,ChatGPT,Conversation log,False
253,50,30184,20404,6,ChatGPT,Conversation log,False
254,46,33148,10646,0,ChatGPT,Conversation log,False
255,100,72081,24522,3,ChatGPT,Conversation log,False
256,78,66953,22453,5,ChatGPT,Conversation log,False
257,70,49711,17737,3,ChatGPT,Conversation log,False
258,64,39709,11115,5,ChatGPT,Conversation log,False
259,32,16213,7676,1,ChatGPT,Conversation log,False
260,44,29388,12409,4,ChatGPT,Conversation log,False
261,101,79639,20302,1,ChatGPT,Conversation log,False
262,94,53695,13300,0,ChatGPT,Conversation log,False
263,31,13848,7560,2,ChatGPT,Conversation log,False
264,24,24955,9237,1,ChatGPT,Conversation log,False
265,30,32830,9673,1,ChatGPT,Conversation log,False
266,9,14692,3188,0,ChatGPT,Conversation log,False
267,2,1850,718,1,ChatGPT,Conversation log,False
268,1,1761,170,0,ChatGPT,Conversation log,False
269,0,0,0,0,ChatGPT,Conversation log,False
270,0,0,0,0,ChatGPT,Conversation log,False
271,5,4698,2235,0,ChatGPT,Conversation log,False
272,0,0,0,0,ChatGPT,Conversation log,False
273,23,13145,5380,2,ChatGPT,Conversation log,False
274,48,36839,14045,2,ChatGPT,Conversation log,False
275,75,55255,22406,6,ChatGPT,Conversation log,False
276,27,12550,7232,4,ChatGPT,Conversation log,False
277,67,32929,16878,4,ChatGPT,Conversation log,False
278,91,66672,23698,3,ChatGPT,Conversation log,False
279,78,48874,20083,3,ChatGPT,Conversation log,False
280,105,82367,29825,9,ChatGPT,Conversation log,False
281,99,72636,28513,9,ChatGPT,Conversation log,False
282,46,37179,14622,3,ChatGPT,Conversation log,False
283,50,33533,17518,3,ChatGPT,Conversation log,False
284,79,65588,22477,3,ChatGPT,Conversation log,False
285,101,68462,29404,1,ChatGPT,Conversation log,False
286,87,63344,22229,2,ChatGPT,Conversation log,False
287,108,75165,31791,15,ChatGPT,Conversation log,False
288,72,66411,22694,8,ChatGPT,Conversation log,False
289,18,25490,7256,0,ChatGPT,Conversation log,False
290,16,15061,5075,1,ChatGPT,Conversation log,False
291,10,10849,1811,0,ChatGPT,Conversation log,False
292,6,8119,1434,0,ChatGPT,Conversation log,False
293,1,103,108,0,ChatGPT,Conversation log,False
294,0,0,0,0,ChatGPT,Conversation log,False
295,1,18,320,0,ChatGPT,Conversation log,False
296,9,1977,2787,0,ChatGPT,Conversation log,False
297,117,40282,30316,1,ChatGPT,Conversation log,False
298,138,82480,35670,7,ChatGPT,Conversation log,False
299,158,109316,37565,4,ChatGPT,Conversation log,False
300,74,42212,15515,1,ChatGPT,Conversation log,False
301,125,66178,28689,8,ChatGPT,Conversation log,False
302,165,111403,43547,9,ChatGPT,Conversation log,False
303,192,124229,47220,5,ChatGPT,Conversation log,False
304,236,173100,66159,8,ChatGPT,Conversation log,False
305,173,140413,51897,10,ChatGPT,Conversation log,False
306,56,30350,12267,3,ChatGPT,Conversation log,False
307,93,63440,27976,9,ChatGPT,Conversation log,False
308,143,103064,30223,7,ChatGPT,Conversation log,False
309,93,76310,25848,2,ChatGPT,Conversation log,False
310,104,76687,23223,11,ChatGPT,Conversation log,False
311,115,85660,33048,5,ChatGPT,Conversation log,False
312,46,27335,11171,5,ChatGPT,Conversation log,False
313,35,22654,8395,1,ChatGPT,Conversation log,False
314,14,19335,3973,0,ChatGPT,Conversation log,False
315,4,4537,631,0,ChatGPT,Conversation log,False
316,3,1033,224,0,ChatGPT,Conversation log,False
317,3,1858,432,0,ChatGPT,Conversation log,False
318,1,1232,228,0,ChatGPT,Conversation log,False
319,5,1572,1353,0,ChatGPT,Conversation log,False
320,23,11543,4289,0,ChatGPT,Conversation log,False
321,174,94814,43187,5,ChatGPT,Conversation log,False
322,266,161708,73925,10,ChatGPT,Conversation log,False
323,198,167094,50445,8,ChatGPT,Conversation log,False
324,96,72393,29322,7,ChatGPT,Conversation log,False
325,149,74678,30694,1,ChatGPT,Conversation log,False
326,122,49371,26253,4,ChatGPT,Conversation log,False
327,143,76543,37985,6,ChatGPT,Conversation log,False
328,267,150197,70332,6,ChatGPT,Conversation log,False
329,107,72346,27028,4,ChatGPT,Conversation log,False
330,112,92407,36596,17,ChatGPT,Conversation log,False
331,82,57056,19296,8,ChatGPT,Conversation log,False
332,87,56923,21561,1,ChatGPT,Conversation log,False
333,169,106499,38100,5,ChatGPT,Conversation log,False
334,112,68809,25476,0,ChatGPT,Conversation log,False
335,55,38973,15220,1,ChatGPT,Conversation log,False
336,27,15158,7396,0,ChatGPT,Conversation log,False
337,39,25450,10606,2,ChatGPT,Conversation log,False
338,26,26408,5395,3,ChatGPT,Conversation log,False
339,4,1985,1241,0,ChatGPT,Conversation log,False
340,0,0,0,0,ChatGPT,Conversation log,False
341,5,3730,1529,0,ChatGPT,Conversation log,False
342,3,110,493,1,ChatGPT,Conversation log,False
343,2,429,396,0,ChatGPT,Conversation log,False
344,15,1884,2769,0,ChatGPT,Conversation log,False
345,93,38034,27374,6,ChatGPT,Conversation log,False
346,160,92522,36304,3,ChatGPT,Conversation log,False
347,178,117139,52448,9,ChatGPT,Conversation log,False
348,74,55424,21312,6,ChatGPT,Conversation log,False
349,120,64440,24124,4,ChatGPT,Conversation log,False
350,171,106334,42929,15,ChatGPT,Conversation log,False
351,141,88776,43167,1,ChatGPT,Conversation log,False
352,137,90114,37693,4,ChatGPT,Conversation log,False
353,122,85294,31345,8,ChatGPT,Conversation log,False
354,99,67392,33484,5,ChatGPT,Conversation log,False
355,174,117178,44670,11,ChatGPT,Conversation log,False
356,125,88232,34507,10,ChatGPT,Conversation log,False
